user_id,city,signup_date,age_group,gender,acquisition_channel,zip_code
USR00386,"San Francisco, CA",2023-04-23,26-35,Male,Social Media,80463
USR00387,"Los Angeles, CA",2023-07-06,46-55,Female,Paid Search,86700
USR00388,"New York, NY",2023-08-15,36-45,Female,Organic Search,47158
USR00389,"Austin, TX",2023-11-06,18-25,Female,Social Media,94607
USR00390,"San Francisco, CA",2023-04-08,36-45,Male,Referral,81696
USR00391,"Boston, MA",2023-02-24,55+,Female,Paid Search,71510
USR00392,"Chicago, IL",2024-02-10,36-45,Female,Referral,68692
USR00393,"Los Angeles, CA",2023-03-10,46-55,Male,Organic Search,71744
USR00394,"Austin, TX",2023-11-08,46-55,Male,Paid Search,25810
USR00395,"Los Angeles, CA",2023-10-16,26-35,Female,Social Media,15126
USR00396,"Seattle, WA",2024-07-01,26-35,Female,Organic Search,40009
USR00397,"San Francisco, CA",2023-05-28,36-45,Female,Paid Search,10192
USR00398,"Chicago, IL",2024-04-11,26-35,Female,Social Media,46413
USR00399,"Austin, TX",2023-09-01,46-55,Female,Referral,22816
USR00400,"Austin, TX",2024-05-05,46-55,Male,Organic Search,49082
USR00401,"New York, NY",2024-05-21,26-35,Male,Organic Search,75048
USR00402,"Seattle, WA",2023-12-31,26-35,Male,Organic Search,60940
USR00403,"Chicago, IL",2024-04-26,46-55,Female,Referral,42130
USR00404,"San Francisco, CA",2023-07-20,26-35,Male,Paid Search,50142
USR00405,"Los Angeles, CA",2023-06-03,46-55,Female,Organic Search,46468
USR00406,"Seattle, WA",2024-03-25,26-35,Male,App Store,40698
USR00407,"Los Angeles, CA",2024-05-15,36-45,Male,Paid Search,20655
USR00408,"New York, NY",2023-03-14,18-25,Female,Organic Search,57897
USR00409,"Seattle, WA",2023-10-23,36-45,Male,Paid Search,40075
USR00410,"New York, NY",2023-01-17,26-35,Female,Referral,19359
USR00411,"Los Angeles, CA",2023-08-05,36-45,Male,Organic Search,52056
USR00412,"Miami, FL",2023-03-02,26-35,Female,Organic Search,61831
USR00413,"Miami, FL",2023-02-11,36-45,Female,Social Media,69191
USR00414,"Dallas, TX",2023-01-25,46-55,Male,Paid Search,43272
USR00415,"Dallas, TX",2023-02-08,26-35,Female,Paid Search,24671
USR00416,"Chicago, IL",2023-05-11,18-25,Male,Paid Search,37048
USR00417,"Los Angeles, CA",2024-05-12,18-25,Female,Organic Search,86274
USR00418,"Los Angeles, CA",2023-08-17,36-45,Male,Organic Search,35963
USR00419,"Austin, TX",2023-04-18,36-45,Male,Paid Search,53954
USR00420,"Austin, TX",2023-06-21,36-45,Female,Organic Search,82309
USR00421,"San Francisco, CA",2024-03-10,26-35,Female,Organic Search,10717
USR00422,"Austin, TX",2024-04-22,26-35,Female,Social Media,21676
USR00423,"New York, NY",2023-04-12,36-45,Female,App Store,14434
USR00424,"Chicago, IL",2024-06-07,26-35,Female,Social Media,59810
USR00425,"New York, NY",2023-10-02,55+,Male,Social Media,14994
USR00426,"Dallas, TX",2023-02-13,26-35,Male,Organic Search,14234
USR00427,"Chicago, IL",2023-01-17,36-45,Male,App Store,79300
USR00428,"Seattle, WA",2023-11-26,26-35,Male,Organic Search,53949
USR00429,"Los Angeles, CA",2024-05-11,26-35,Male,App Store,47405
USR00430,"New York, NY",2023-01-12,36-45,Male,App Store,44872
USR00431,"New York, NY",2023-11-14,36-45,Female,Referral,52215
USR00432,"Austin, TX",2023-08-04,55+,Male,App Store,33185
USR00433,"Dallas, TX",2023-12-05,26-35,Male,Paid Search,53442
USR00434,"New York, NY",2023-03-22,18-25,Male,Organic Search,61759
USR00435,"New York, NY",2024-04-29,36-45,Female,Paid Search,51153
USR00436,"Austin, TX",2024-01-09,36-45,Female,Referral,87535
USR00437,"New York, NY",2023-07-19,26-35,Female,Organic Search,12581
USR00438,"San Francisco, CA",2024-06-20,18-25,Male,Referral,61717
USR00439,"Austin, TX",2024-04-10,18-25,Male,App Store,12763
USR00440,"New York, NY",2023-03-30,46-55,Female,Organic Search,65480
USR00441,"New York, NY",2023-09-25,26-35,Male,Social Media,48759
USR00442,"Denver, CO",2024-05-03,26-35,Female,Social Media,86067
USR00443,"Los Angeles, CA",2024-06-21,26-35,Female,App Store,35307
USR00444,"Los Angeles, CA",2023-02-16,26-35,Female,App Store,21064
USR00445,"San Francisco, CA",2023-10-15,18-25,Male,Paid Search,86848
USR00446,"Miami, FL",2023-01-16,36-45,Male,App Store,47548
USR00447,"Denver, CO",2024-02-05,18-25,Female,Referral,46945
USR00448,"Austin, TX",2023-03-27,46-55,Male,Organic Search,57937
USR00449,"Los Angeles, CA",2023-09-07,26-35,Female,Paid Search,16476
USR00450,"New York, NY",2024-01-26,36-45,Male,Referral,61756
USR00451,"Austin, TX",2023-12-01,46-55,Male,Organic Search,12382
USR00452,"Dallas, TX",2024-06-02,36-45,Male,Referral,59683
USR00453,"Chicago, IL",2023-05-17,36-45,Female,Referral,97999
USR00454,"Seattle, WA",2024-05-12,26-35,Male,Organic Search,55276
USR00455,"New York, NY",2024-04-21,26-35,Male,Paid Search,43402
USR00456,"Chicago, IL",2023-08-11,36-45,Female,Referral,36946
USR00457,"New York, NY",2024-01-07,55+,Male,Paid Search,89698
USR00458,"Chicago, IL",2024-02-06,36-45,Female,Organic Search,83933
USR00459,"New York, NY",2024-03-18,36-45,Male,Organic Search,32335
USR00460,"New York, NY",2024-05-04,36-45,Female,Paid Search,55095
USR00461,"New York, NY",2023-09-30,26-35,Male,Social Media,89930
USR00462,"Dallas, TX",2024-06-09,18-25,Male,Organic Search,37197
USR00463,"Austin, TX",2023-06-08,36-45,Female,Referral,32010
USR00464,"Dallas, TX",2023-06-01,55+,Female,Organic Search,34123
USR00465,"Miami, FL",2023-07-07,26-35,Female,Paid Search,97923
USR00466,"Los Angeles, CA",2023-04-08,36-45,Female,Social Media,12890
USR00467,"Los Angeles, CA",2023-05-11,26-35,Female,Referral,18026
USR00468,"San Francisco, CA",2023-06-20,36-45,Male,Organic Search,74925
USR00469,"Los Angeles, CA",2023-07-02,18-25,Female,Paid Search,78842
USR00470,"Miami, FL",2023-12-30,26-35,Female,Organic Search,43665
USR00471,"New York, NY",2023-02-08,36-45,Male,Paid Search,19277
USR00472,"Miami, FL",2024-06-10,26-35,Female,Referral,52239
USR00473,"New York, NY",2024-05-11,36-45,Male,Organic Search,57664
USR00474,"Seattle, WA",2024-05-30,46-55,Male,Organic Search,58008
USR00475,"Chicago, IL",2023-12-15,55+,Male,Paid Search,24683
USR00476,"Boston, MA",2024-02-01,26-35,Male,Social Media,10670
USR00477,"New York, NY",2023-06-10,26-35,Male,App Store,99211
USR00478,"Dallas, TX",2023-01-16,26-35,Female,Organic Search,27889
USR00479,"Miami, FL",2024-05-07,55+,Female,Referral,65612
USR00480,"Chicago, IL",2024-03-01,55+,Female,Paid Search,54535
USR00481,"Dallas, TX",2023-04-18,36-45,Male,Paid Search,88542
USR00482,"Austin, TX",2024-03-25,46-55,Female,Referral,64319
USR00483,"Chicago, IL",2023-11-07,36-45,Male,Social Media,31639
USR00484,"Dallas, TX",2023-06-19,36-45,Non-binary/Other,App Store,74712
USR00485,"Dallas, TX",2024-06-29,18-25,Male,Paid Search,26633
USR00486,"Seattle, WA",2024-02-18,36-45,Female,Paid Search,44660
USR00487,"New York, NY",2023-09-08,26-35,Female,Social Media,78975
USR00488,"Los Angeles, CA",2023-05-21,46-55,Male,Organic Search,42172
USR00489,"Miami, FL",2023-10-01,46-55,Male,Paid Search,69197
USR00490,"Seattle, WA",2024-02-20,36-45,Female,Paid Search,68847
USR00491,"Chicago, IL",2023-02-08,18-25,Female,Referral,21577
USR00492,"Dallas, TX",2023-01-29,26-35,Male,Organic Search,87299
USR00493,"Los Angeles, CA",2024-04-21,26-35,Male,Organic Search,30176
USR00494,"New York, NY",2023-11-14,26-35,Male,Social Media,54386
USR00495,"Chicago, IL",2023-09-02,18-25,Male,Organic Search,73972
USR00496,"Los Angeles, CA",2023-09-29,55+,Male,Paid Search,99791
USR00497,"Dallas, TX",2024-03-15,36-45,Female,Organic Search,51003
USR00498,"New York, NY",2023-08-27,26-35,Female,Organic Search,29996
USR00499,"Miami, FL",2024-01-12,26-35,Female,Organic Search,96598
USR00500,"Denver, CO",2023-09-23,26-35,Female,Organic Search,45931
USR00501,"Austin, TX",2023-12-25,36-45,Male,Social Media,45710
USR00502,"Dallas, TX",2023-12-06,36-45,Male,Organic Search,44693
USR00503,"Los Angeles, CA",2024-01-24,46-55,Male,App Store,45740
USR00504,"San Francisco, CA",2023-01-03,26-35,Female,Referral,87241
USR00505,"Austin, TX",2024-03-04,55+,Male,Paid Search,86502
USR00506,"New York, NY",2023-05-22,46-55,Male,Referral,27374
USR00507,"Seattle, WA",2024-01-11,26-35,Male,Paid Search,86674
USR00508,"San Francisco, CA",2023-11-20,55+,Male,Referral,91471
USR00509,"Miami, FL",2023-05-26,18-25,Female,Organic Search,55913
USR00510,"Austin, TX",2023-10-20,46-55,Female,Paid Search,76025
USR00511,"Dallas, TX",2024-03-07,26-35,Female,Social Media,54516
USR00512,"Chicago, IL",2024-02-03,46-55,Female,App Store,97796
USR00513,"Seattle, WA",2023-12-10,46-55,Female,Social Media,36069
USR00514,"San Francisco, CA",2023-05-20,46-55,Male,Paid Search,66233
USR00515,"New York, NY",2023-07-06,46-55,Male,Social Media,94811
USR00516,"New York, NY",2023-03-02,26-35,Male,Paid Search,69049
USR00517,"Los Angeles, CA",2024-01-15,18-25,Male,Paid Search,49178
USR00518,"San Francisco, CA",2024-03-15,26-35,Female,Organic Search,42821
USR00519,"Denver, CO",2023-11-15,26-35,Male,Referral,61727
USR00520,"New York, NY",2023-10-29,36-45,Female,Organic Search,70935
USR00521,"Dallas, TX",2023-12-10,26-35,Female,Paid Search,26999
USR00522,"Los Angeles, CA",2023-01-11,55+,Female,Social Media,72522
USR00523,"Miami, FL",2023-03-03,36-45,Female,Organic Search,48712
USR00524,"San Francisco, CA",2023-08-14,46-55,Female,Organic Search,74551
USR00525,"San Francisco, CA",2023-06-02,26-35,Female,Organic Search,50172
USR00526,"Chicago, IL",2023-11-06,46-55,Female,App Store,43722
USR00527,"Chicago, IL",2023-08-31,55+,Male,Paid Search,20625
USR00528,"Los Angeles, CA",2024-05-07,26-35,Female,Paid Search,77165
USR00529,"New York, NY",2024-01-01,36-45,Female,Social Media,86509
USR00530,"San Francisco, CA",2023-11-26,36-45,Female,Social Media,16859
USR00531,"San Francisco, CA",2023-04-17,26-35,Male,Paid Search,51609
USR00532,"Boston, MA",2023-08-14,36-45,Female,Referral,53307
USR00533,"Boston, MA",2023-08-06,26-35,Female,Referral,31839
USR00534,"Dallas, TX",2024-05-20,26-35,Female,Referral,37216
USR00535,"Austin, TX",2023-09-16,26-35,Female,Organic Search,62953
USR00536,"Miami, FL",2024-05-31,18-25,Female,Social Media,94481
USR00537,"San Francisco, CA",2023-02-23,18-25,Female,Paid Search,70593
USR00538,"Los Angeles, CA",2023-02-16,26-35,Female,Organic Search,82075
USR00539,"Chicago, IL",2024-06-04,55+,Female,Paid Search,59522
USR00540,"New York, NY",2023-04-09,36-45,Female,Organic Search,14886
USR00541,"Miami, FL",2023-01-20,55+,Male,Organic Search,17485
USR00542,"Dallas, TX",2024-05-04,26-35,Male,Referral,41455
USR00543,"Los Angeles, CA",2024-02-23,26-35,Female,Organic Search,26767
USR00544,"Austin, TX",2023-03-03,36-45,Female,Paid Search,38453
USR00545,"Dallas, TX",2023-05-25,26-35,Male,Paid Search,86280
USR00546,"Los Angeles, CA",2023-08-04,18-25,Female,Organic Search,63442
USR00547,"New York, NY",2023-01-03,36-45,Female,App Store,61877
USR00548,"Austin, TX",2023-06-09,26-35,Male,Organic Search,22226
USR00549,"Chicago, IL",2023-04-30,36-45,Female,Paid Search,32588
USR00550,"Austin, TX",2023-03-30,36-45,Female,Paid Search,88976
USR00551,"Chicago, IL",2023-11-25,26-35,Female,Organic Search,41709
USR00552,"San Francisco, CA",2023-12-23,18-25,Male,Organic Search,57788
USR00553,"Dallas, TX",2023-09-24,46-55,Female,Referral,98031
USR00554,"Dallas, TX",2023-11-19,26-35,Male,App Store,47019
USR00555,"Seattle, WA",2024-06-24,18-25,Non-binary/Other,Organic Search,54948
USR00556,"Chicago, IL",2023-07-14,55+,Female,Referral,75133
USR00557,"New York, NY",2023-11-28,18-25,Female,Referral,76458
USR00558,"New York, NY",2023-06-19,36-45,Female,Social Media,37526
USR00559,"Austin, TX",2024-06-04,55+,Female,Paid Search,83493
USR00560,"Dallas, TX",2024-04-07,26-35,Female,Paid Search,62198
USR00561,"Austin, TX",2023-02-09,26-35,Male,Paid Search,53395
USR00562,"New York, NY",2024-06-20,26-35,Male,Referral,34031
USR00563,"New York, NY",2023-09-18,26-35,Male,Social Media,85542
USR00564,"New York, NY",2024-01-30,18-25,Female,Organic Search,47701
USR00565,"Los Angeles, CA",2023-08-14,36-45,Male,Paid Search,35939
USR00566,"Dallas, TX",2023-05-04,18-25,Male,Social Media,59145
USR00567,"Los Angeles, CA",2023-02-07,36-45,Male,Social Media,30324
USR00568,"Chicago, IL",2023-11-24,55+,Female,App Store,32867
USR00569,"Seattle, WA",2023-09-08,46-55,Male,Referral,10203
USR00570,"Los Angeles, CA",2023-06-25,36-45,Female,Paid Search,26544
USR00571,"Chicago, IL",2024-03-29,26-35,Female,Referral,25899
USR00572,"Austin, TX",2023-02-06,36-45,Female,Referral,39063
USR00573,"Los Angeles, CA",2023-11-12,36-45,Male,Organic Search,13748
USR00574,"Dallas, TX",2023-04-24,26-35,Male,Paid Search,76629
USR00575,"San Francisco, CA",2023-02-09,26-35,Female,Referral,90764
USR00576,"Miami, FL",2023-10-28,46-55,Female,Organic Search,30884
USR00577,"New York, NY",2023-08-12,26-35,Female,Social Media,35183
USR00578,"Seattle, WA",2023-11-14,26-35,Female,Referral,91570
USR00579,"Chicago, IL",2023-12-15,26-35,Female,App Store,81246
USR00580,"Los Angeles, CA",2023-04-25,26-35,Female,Organic Search,29259
USR00581,"Chicago, IL",2023-11-19,46-55,Male,Organic Search,45959
USR00582,"Denver, CO",2023-02-09,36-45,Female,Referral,43457
USR00583,"Chicago, IL",2023-02-09,36-45,Female,Organic Search,95679
USR00584,"Los Angeles, CA",2023-10-16,18-25,Female,Referral,12103
USR00585,"Dallas, TX",2023-09-19,26-35,Male,Referral,75901
USR00586,"Los Angeles, CA",2023-08-04,26-35,Male,Organic Search,54535
USR00587,"New York, NY",2023-05-27,18-25,Male,Paid Search,26103
USR00588,"New York, NY",2023-12-02,26-35,Female,Paid Search,88278
USR00589,"New York, NY",2023-06-17,36-45,Male,Paid Search,22391
USR00590,"New York, NY",2023-04-02,26-35,Female,App Store,38901
USR00591,"New York, NY",2023-12-19,36-45,Male,Social Media,91159
USR00592,"Dallas, TX",2023-12-29,26-35,Male,Referral,77914
USR00593,"New York, NY",2023-12-11,18-25,Male,Referral,60357
USR00594,"Los Angeles, CA",2023-06-19,26-35,Male,Paid Search,96908
USR00595,"Seattle, WA",2023-12-22,55+,Male,Social Media,48437
USR00596,"Chicago, IL",2023-07-10,46-55,Female,Referral,45503
USR00597,"Dallas, TX",2024-02-26,55+,Male,Referral,85403
USR00598,"New York, NY",2023-01-07,26-35,Female,Social Media,51258
USR00599,"New York, NY",2023-05-13,18-25,Female,Organic Search,43724
USR00600,"New York, NY",2023-01-31,36-45,Female,Social Media,74286
