booking_id,user_id,provider_id,service_id,city,booking_date,service_date,status,price_charged,discount_applied,payment_method,cancellation_reason,rating_given,is_repeat_booking,days_to_service
BKG002757,USR00213,PRV00057,SVC001,"Dallas, TX",2023-06-24,2023-07-01,completed,95.0,15.0,Debit Card,,4.5,True,7
BKG002758,USR00424,PRV00117,SVC003,"Chicago, IL",2023-08-17,2023-08-23,completed,235.0,0.0,Credit Card,,4.2,True,6
BKG002759,USR00216,PRV00099,SVC011,"Los Angeles, CA",2023-03-31,2023-04-08,cancelled,60.0,20.0,Credit Card,pricing_issue,,True,8
BKG002760,USR00462,PRV00047,SVC010,"Dallas, TX",2024-03-09,2024-03-17,completed,90.0,15.0,Credit Card,,4.0,True,8
BKG002761,USR00011,PRV00146,SVC020,"New York, NY",2023-02-26,2023-02-27,completed,290.0,0.0,Credit Card,,3.3,True,1
BKG002762,USR00033,PRV00118,SVC012,"New York, NY",2023-04-03,2023-04-10,completed,69.0,25.0,Apple Pay,,3.5,True,7
BKG002763,USR00496,PRV00154,SVC018,"Los Angeles, CA",2024-03-09,2024-03-15,completed,125.0,0.0,Credit Card,,3.9,True,6
BKG002764,USR00006,PRV00082,SVC004,"New York, NY",2024-05-23,2024-05-31,completed,140.0,15.0,Debit Card,,5.0,True,8
BKG002765,USR00198,PRV00132,SVC001,"Seattle, WA",2024-05-27,2024-05-31,completed,79.0,10.0,Credit Card,,4.6,True,4
BKG002766,USR00531,PRV00030,SVC007,"San Francisco, CA",2024-01-23,2024-01-29,completed,395.0,0.0,PayPal,,3.8,False,6
BKG002767,USR00374,PRV00052,SVC001,"Austin, TX",2023-08-12,2023-08-21,completed,80.0,10.0,Credit Card,,4.9,True,9
BKG002768,USR00336,PRV00020,SVC005,"New York, NY",2024-02-28,2024-03-02,completed,119.0,25.0,Credit Card,,3.6,True,3
BKG002769,USR00275,PRV00036,SVC003,"Chicago, IL",2024-01-05,2024-01-10,completed,245.0,0.0,Debit Card,,3.4,True,5
BKG002770,USR00357,PRV00098,SVC015,"New York, NY",2024-02-02,2024-02-04,completed,740.0,0.0,Debit Card,,3.9,True,2
BKG002771,USR00508,PRV00081,SVC007,"San Francisco, CA",2024-05-15,2024-05-19,completed,329.0,25.0,Credit Card,,4.3,True,4
BKG002772,USR00257,PRV00144,SVC009,"Seattle, WA",2023-06-02,2023-06-03,completed,270.0,10.0,Credit Card,,3.9,True,1
BKG002773,USR00403,PRV00157,SVC019,"Chicago, IL",2023-11-24,2023-11-30,completed,835.0,25.0,PayPal,,3.7,True,6
BKG002774,USR00320,PRV00019,SVC016,"Los Angeles, CA",2023-04-05,2023-04-12,completed,50.0,0.0,Credit Card,,4.1,True,7
BKG002775,USR00444,PRV00109,SVC020,"Los Angeles, CA",2023-10-24,2023-10-27,cancelled,250.0,0.0,Credit Card,user_request,,True,3
BKG002776,USR00279,PRV00160,SVC004,"Austin, TX",2023-02-11,2023-02-18,completed,145.0,0.0,PayPal,,3.9,True,7
BKG002777,USR00393,PRV00128,SVC012,"Los Angeles, CA",2023-11-17,2023-11-26,cancelled,90.0,5.0,Debit Card,provider_unavailable,,True,9
BKG002778,USR00383,PRV00017,SVC015,"Dallas, TX",2023-03-08,2023-03-15,cancelled,765.0,10.0,Credit Card,provider_unavailable,,True,7
BKG002779,USR00172,PRV00131,SVC009,"New York, NY",2023-09-23,2023-10-02,completed,230.0,5.0,Credit Card,,3.1,True,9
BKG002780,USR00420,PRV00103,SVC017,"Austin, TX",2023-12-05,2023-12-13,cancelled,155.0,0.0,Credit Card,user_request,,True,8
BKG002781,USR00361,PRV00007,SVC006,"Los Angeles, CA",2023-02-12,2023-02-20,completed,90.0,0.0,Credit Card,,4.9,True,8
BKG002782,USR00331,PRV00014,SVC012,"Los Angeles, CA",2023-06-03,2023-06-09,completed,90.0,0.0,Credit Card,,4.1,True,6
BKG002783,USR00252,PRV00133,SVC012,"Los Angeles, CA",2023-08-27,2023-08-29,completed,95.0,5.0,Credit Card,,4.1,True,2
BKG002784,USR00381,PRV00116,SVC004,"New York, NY",2024-06-06,2024-06-11,completed,145.0,0.0,Credit Card,,4.7,True,5
BKG002785,USR00010,PRV00028,SVC011,"Austin, TX",2023-02-24,2023-03-05,completed,75.0,10.0,Debit Card,,3.9,True,9
BKG002786,USR00219,PRV00122,SVC011,"Dallas, TX",2024-04-28,2024-04-29,cancelled,59.0,30.0,Credit Card,pricing_issue,,True,1
BKG002787,USR00239,PRV00057,SVC010,"Dallas, TX",2023-02-14,2023-02-22,cancelled,100.0,15.0,Debit Card,no_show,,True,8
BKG002788,USR00218,PRV00037,SVC018,"Austin, TX",2023-05-01,2023-05-10,completed,125.0,0.0,Venmo,,3.8,True,9
BKG002789,USR00285,PRV00122,SVC003,"Dallas, TX",2023-04-06,2023-04-10,cancelled,195.0,0.0,Credit Card,pricing_issue,,True,4
BKG002790,USR00588,PRV00108,SVC014,"New York, NY",2023-06-01,2023-06-10,cancelled,265.0,0.0,Credit Card,scheduling_conflict,,True,9
BKG002791,USR00326,PRV00051,SVC007,"Austin, TX",2023-12-23,2023-12-31,completed,465.0,0.0,Credit Card,,4.7,True,8
BKG002792,USR00051,PRV00128,SVC002,"Miami, FL",2024-06-22,2024-06-23,completed,150.0,10.0,Credit Card,,4.5,True,1
BKG002793,USR00282,PRV00007,SVC015,"Los Angeles, CA",2023-05-29,2023-05-31,cancelled,915.0,20.0,Venmo,scheduling_conflict,,True,2
BKG002794,USR00176,PRV00125,SVC008,"New York, NY",2023-12-29,2024-01-06,cancelled,120.0,5.0,Credit Card,no_show,,True,8
BKG002795,USR00591,PRV00012,SVC019,"New York, NY",2023-12-11,2023-12-18,completed,940.0,5.0,Debit Card,,4.7,True,7
BKG002796,USR00005,PRV00073,SVC005,"New York, NY",2023-01-06,2023-01-15,completed,165.0,0.0,Credit Card,,3.9,True,9
BKG002797,USR00413,PRV00009,SVC011,"Miami, FL",2024-05-14,2024-05-18,completed,80.0,10.0,Credit Card,,4.2,True,4
BKG002798,USR00017,PRV00007,SVC014,"Los Angeles, CA",2023-05-06,2023-05-15,completed,300.0,10.0,Venmo,,4.1,True,9
BKG002799,USR00309,PRV00158,SVC012,"San Francisco, CA",2024-03-18,2024-03-26,completed,85.0,0.0,Credit Card,,3.1,True,8
BKG002800,USR00410,PRV00116,SVC016,"New York, NY",2023-02-11,2023-02-16,completed,45.0,20.0,Debit Card,,3.7,True,5
BKG002801,USR00049,PRV00113,SVC015,"Dallas, TX",2023-10-15,2023-10-22,completed,945.0,0.0,Debit Card,,4.7,True,7
BKG002802,USR00506,PRV00032,SVC012,"New York, NY",2023-06-22,2023-06-30,completed,105.0,0.0,Credit Card,,4.6,True,8
BKG002803,USR00106,PRV00006,SVC001,"Los Angeles, CA",2023-01-05,2023-01-11,completed,110.0,0.0,Credit Card,,3.7,True,6
BKG002804,USR00143,PRV00043,SVC014,"Chicago, IL",2023-06-05,2023-06-13,completed,265.0,0.0,Credit Card,,3.3,True,8
BKG002805,USR00232,PRV00036,SVC012,"Chicago, IL",2023-12-03,2023-12-04,completed,100.0,0.0,PayPal,,2.8,True,1
BKG002806,USR00551,PRV00014,SVC009,"Chicago, IL",2023-08-04,2023-08-09,completed,270.0,5.0,PayPal,,4.8,True,5
BKG002807,USR00045,PRV00061,SVC003,"Los Angeles, CA",2024-03-28,2024-04-02,cancelled,235.0,5.0,Debit Card,user_request,,True,5
BKG002808,USR00271,PRV00094,SVC013,"San Francisco, CA",2023-04-01,2023-04-03,completed,130.0,0.0,Debit Card,,5.0,True,2
BKG002809,USR00277,PRV00030,SVC019,"San Francisco, CA",2023-11-08,2023-11-12,completed,815.0,15.0,Venmo,,3.6,True,4
BKG002810,USR00472,PRV00087,SVC005,"Miami, FL",2023-05-13,2023-05-18,completed,155.0,0.0,Apple Pay,,5.0,True,5
BKG002811,USR00599,PRV00106,SVC015,"New York, NY",2023-12-09,2023-12-13,completed,730.0,0.0,PayPal,,3.9,True,4
BKG002812,USR00126,PRV00039,SVC019,"Chicago, IL",2024-05-09,2024-05-12,completed,945.0,10.0,PayPal,,5.0,True,3
BKG002813,USR00490,PRV00059,SVC011,"Seattle, WA",2024-02-26,2024-03-02,completed,60.0,15.0,PayPal,,3.6,True,5
BKG002814,USR00495,PRV00040,SVC010,"Chicago, IL",2024-02-03,2024-02-09,completed,105.0,5.0,Credit Card,,3.2,True,6
BKG002815,USR00085,PRV00151,SVC008,"Los Angeles, CA",2023-02-11,2023-02-16,completed,130.0,0.0,Debit Card,,3.9,True,5
BKG002816,USR00211,PRV00005,SVC016,"Dallas, TX",2023-12-09,2023-12-18,completed,65.0,0.0,Credit Card,,4.9,True,9
BKG002817,USR00062,PRV00133,SVC007,"Los Angeles, CA",2024-03-09,2024-03-10,completed,420.0,20.0,Debit Card,,4.3,True,1
BKG002818,USR00480,PRV00049,SVC016,"Chicago, IL",2023-02-05,2023-02-12,cancelled,65.0,0.0,Debit Card,provider_unavailable,,True,7
BKG002819,USR00108,PRV00102,SVC017,"Austin, TX",2023-03-14,2023-03-23,cancelled,120.0,20.0,Apple Pay,scheduling_conflict,,True,9
BKG002820,USR00527,PRV00080,SVC015,"Chicago, IL",2024-03-01,2024-03-07,completed,690.0,0.0,Credit Card,,4.0,True,6
BKG002821,USR00158,PRV00028,SVC005,"Austin, TX",2024-03-31,2024-04-08,cancelled,155.0,15.0,Venmo,scheduling_conflict,,True,8
BKG002822,USR00225,PRV00099,SVC015,"Los Angeles, CA",2024-02-04,2024-02-13,cancelled,960.0,10.0,PayPal,user_request,,True,9
BKG002823,USR00526,PRV00064,SVC007,"Chicago, IL",2024-04-08,2024-04-10,cancelled,405.0,5.0,Venmo,user_request,,True,2
BKG002824,USR00071,PRV00038,SVC010,"Austin, TX",2024-05-11,2024-05-15,completed,85.0,10.0,Debit Card,,3.4,True,4
BKG002825,USR00592,PRV00021,SVC015,"Dallas, TX",2023-04-02,2023-04-11,completed,715.0,0.0,Venmo,,4.9,True,9
BKG002826,USR00110,PRV00062,SVC001,"New York, NY",2023-02-12,2023-02-19,completed,105.0,0.0,Credit Card,,4.0,True,7
BKG002827,USR00472,PRV00009,SVC016,"Miami, FL",2023-07-19,2023-07-23,completed,50.0,20.0,PayPal,,4.9,True,4
BKG002828,USR00544,PRV00054,SVC004,"Austin, TX",2023-06-17,2023-06-20,completed,145.0,0.0,Debit Card,,3.8,True,3
BKG002829,USR00564,PRV00131,SVC007,"New York, NY",2024-05-07,2024-05-08,completed,329.0,5.0,Credit Card,,4.7,True,1
BKG002830,USR00155,PRV00104,SVC017,"Denver, CO",2023-05-01,2023-05-07,completed,140.0,10.0,Credit Card,,5.0,True,6
BKG002831,USR00342,PRV00040,SVC012,"Chicago, IL",2024-05-13,2024-05-20,completed,105.0,0.0,Apple Pay,,5.0,True,7
BKG002832,USR00101,PRV00125,SVC014,"New York, NY",2023-12-03,2023-12-07,cancelled,360.0,0.0,Debit Card,no_show,,True,4
BKG002833,USR00199,PRV00105,SVC006,"Seattle, WA",2023-03-05,2023-03-11,completed,95.0,0.0,Credit Card,,5.0,True,6
BKG002834,USR00283,PRV00100,SVC017,"Los Angeles, CA",2024-06-23,2024-06-29,completed,99.0,25.0,Apple Pay,,3.5,True,6
BKG002835,USR00444,PRV00006,SVC008,"Los Angeles, CA",2023-12-09,2023-12-16,completed,115.0,25.0,Credit Card,,4.6,True,7
BKG002836,USR00114,PRV00002,SVC002,"San Francisco, CA",2023-11-03,2023-11-09,completed,140.0,0.0,Venmo,,4.1,True,6
BKG002837,USR00590,PRV00016,SVC018,"New York, NY",2024-02-20,2024-02-24,completed,140.0,0.0,Venmo,,3.2,True,4
BKG002838,USR00104,PRV00115,SVC013,"Chicago, IL",2024-02-17,2024-02-19,completed,130.0,10.0,Apple Pay,,4.4,True,2
BKG002839,USR00402,PRV00047,SVC009,"Seattle, WA",2024-04-18,2024-04-26,completed,230.0,0.0,Credit Card,,3.3,False,8
BKG002840,USR00508,PRV00158,SVC007,"San Francisco, CA",2023-09-15,2023-09-22,completed,370.0,15.0,Apple Pay,,3.4,True,7
BKG002841,USR00356,PRV00113,SVC020,"Dallas, TX",2023-01-05,2023-01-12,completed,355.0,0.0,PayPal,,4.8,True,7
BKG002842,USR00295,PRV00025,SVC006,"New York, NY",2023-12-01,2023-12-09,completed,90.0,0.0,Debit Card,,4.9,True,8
BKG002843,USR00516,PRV00160,SVC016,"New York, NY",2023-01-28,2023-01-30,completed,60.0,10.0,Debit Card,,4.0,True,2
BKG002844,USR00313,PRV00062,SVC006,"New York, NY",2023-04-03,2023-04-08,completed,90.0,0.0,Apple Pay,,4.5,True,5
BKG002845,USR00323,PRV00021,SVC006,"Dallas, TX",2023-05-20,2023-05-25,completed,69.0,25.0,Credit Card,,4.9,True,5
BKG002846,USR00341,PRV00037,SVC001,"Chicago, IL",2023-02-27,2023-03-08,completed,80.0,10.0,Apple Pay,,4.2,True,9
BKG002847,USR00486,PRV00010,SVC006,"Seattle, WA",2023-05-31,2023-06-08,cancelled,90.0,0.0,Debit Card,pricing_issue,,True,8
BKG002848,USR00271,PRV00044,SVC001,"San Francisco, CA",2023-08-21,2023-08-26,completed,85.0,0.0,Credit Card,,3.8,True,5
BKG002849,USR00361,PRV00150,SVC001,"Los Angeles, CA",2024-06-24,2024-06-26,completed,85.0,0.0,Credit Card,,4.0,True,2
BKG002850,USR00501,PRV00121,SVC004,"Austin, TX",2024-03-18,2024-03-20,completed,115.0,0.0,Debit Card,,2.9,True,2
BKG002851,USR00047,PRV00146,SVC010,"Los Angeles, CA",2023-02-18,2023-02-27,cancelled,120.0,0.0,PayPal,provider_unavailable,,True,9
BKG002852,USR00234,PRV00035,SVC005,"Chicago, IL",2023-08-30,2023-09-05,completed,165.0,0.0,Credit Card,,3.7,True,6
BKG002853,USR00097,PRV00155,SVC011,"Chicago, IL",2024-04-05,2024-04-14,completed,65.0,0.0,Debit Card,,4.0,True,9
BKG002854,USR00464,PRV00033,SVC018,"Dallas, TX",2023-05-22,2023-05-23,completed,145.0,0.0,Credit Card,,3.9,True,1
BKG002855,USR00264,PRV00040,SVC012,"Chicago, IL",2024-03-20,2024-03-26,completed,90.0,5.0,Venmo,,3.8,True,6
BKG002856,USR00470,PRV00087,SVC010,"Miami, FL",2024-05-23,2024-05-30,completed,110.0,0.0,PayPal,,4.0,True,7
BKG002857,USR00342,PRV00153,SVC016,"Chicago, IL",2023-03-18,2023-03-23,completed,50.0,10.0,Apple Pay,,4.8,True,5
BKG002858,USR00116,PRV00132,SVC001,"Seattle, WA",2023-01-24,2023-01-30,completed,100.0,0.0,Debit Card,,3.8,True,6
BKG002859,USR00152,PRV00057,SVC005,"Los Angeles, CA",2023-09-27,2023-10-06,completed,160.0,10.0,Venmo,,3.1,True,9
BKG002860,USR00366,PRV00019,SVC019,"Los Angeles, CA",2023-11-03,2023-11-12,cancelled,845.0,25.0,Debit Card,provider_unavailable,,True,9
BKG002861,USR00442,PRV00008,SVC007,"Denver, CO",2023-05-29,2023-06-01,completed,329.0,20.0,Debit Card,,4.3,True,3
BKG002862,USR00387,PRV00061,SVC018,"Los Angeles, CA",2024-03-18,2024-03-27,cancelled,150.0,0.0,Venmo,provider_unavailable,,True,9
BKG002863,USR00461,PRV00135,SVC006,"New York, NY",2024-02-10,2024-02-18,completed,95.0,0.0,PayPal,,4.5,True,8
BKG002864,USR00272,PRV00090,SVC011,"San Francisco, CA",2024-05-18,2024-05-24,completed,90.0,0.0,Apple Pay,,3.7,True,6
BKG002865,USR00401,PRV00085,SVC010,"New York, NY",2023-04-12,2023-04-20,completed,115.0,0.0,Debit Card,,3.7,True,8
BKG002866,USR00196,PRV00112,SVC011,"Los Angeles, CA",2023-10-18,2023-10-24,completed,95.0,0.0,Credit Card,,4.2,True,6
BKG002867,USR00126,PRV00071,SVC019,"Chicago, IL",2024-04-10,2024-04-16,completed,765.0,15.0,Debit Card,,3.3,True,6
BKG002868,USR00356,PRV00005,SVC016,"Dallas, TX",2023-12-01,2023-12-04,completed,60.0,10.0,PayPal,,3.8,True,3
BKG002869,USR00151,PRV00042,SVC017,"Seattle, WA",2024-02-11,2024-02-13,completed,135.0,0.0,PayPal,,3.9,True,2
BKG002870,USR00297,PRV00103,SVC006,"Austin, TX",2023-08-19,2023-08-25,completed,85.0,0.0,Credit Card,,4.8,True,6
BKG002871,USR00311,PRV00024,SVC010,"Chicago, IL",2024-02-07,2024-02-16,completed,90.0,0.0,PayPal,,4.8,True,9
BKG002872,USR00016,PRV00068,SVC010,"New York, NY",2024-01-24,2024-01-30,completed,115.0,0.0,Credit Card,,3.4,True,6
BKG002873,USR00127,PRV00067,SVC001,"San Francisco, CA",2024-03-15,2024-03-19,completed,110.0,0.0,Debit Card,,4.2,True,4
BKG002874,USR00441,PRV00003,SVC002,"New York, NY",2023-10-20,2023-10-26,completed,150.0,10.0,Debit Card,,3.9,True,6
BKG002875,USR00258,PRV00054,SVC017,"Austin, TX",2023-05-09,2023-05-12,completed,100.0,15.0,Apple Pay,,3.1,True,3
BKG002876,USR00575,PRV00029,SVC009,"San Francisco, CA",2023-12-16,2023-12-21,cancelled,275.0,0.0,PayPal,scheduling_conflict,,True,5
BKG002877,USR00147,PRV00051,SVC014,"Dallas, TX",2024-04-02,2024-04-08,completed,315.0,30.0,Credit Card,,4.3,True,6
BKG002878,USR00600,PRV00075,SVC008,"New York, NY",2023-02-02,2023-02-11,completed,140.0,0.0,Credit Card,,5.0,True,9
BKG002879,USR00033,PRV00120,SVC008,"New York, NY",2023-02-12,2023-02-20,completed,125.0,0.0,PayPal,,4.6,True,8
BKG002880,USR00396,PRV00034,SVC009,"Seattle, WA",2023-12-03,2023-12-05,completed,280.0,0.0,Debit Card,,5.0,True,2
BKG002881,USR00310,PRV00014,SVC019,"Los Angeles, CA",2023-09-18,2023-09-23,completed,1030.0,0.0,Credit Card,,4.6,True,5
BKG002882,USR00447,PRV00075,SVC019,"Denver, CO",2024-02-18,2024-02-19,completed,835.0,0.0,Credit Card,,3.5,True,1
BKG002883,USR00143,PRV00036,SVC009,"Chicago, IL",2024-01-12,2024-01-13,cancelled,205.0,0.0,Credit Card,user_request,,True,1
BKG002884,USR00139,PRV00019,SVC010,"Los Angeles, CA",2023-03-15,2023-03-19,completed,105.0,0.0,Credit Card,,5.0,True,4
BKG002885,USR00313,PRV00140,SVC018,"New York, NY",2023-04-11,2023-04-13,completed,125.0,10.0,Credit Card,,4.0,True,2
BKG002886,USR00188,PRV00122,SVC014,"Dallas, TX",2024-03-17,2024-03-23,cancelled,335.0,10.0,Credit Card,provider_unavailable,,True,6
BKG002887,USR00099,PRV00137,SVC011,"New York, NY",2023-09-22,2023-09-28,completed,70.0,10.0,Credit Card,,3.9,True,6
BKG002888,USR00516,PRV00092,SVC015,"New York, NY",2023-07-04,2023-07-08,completed,900.0,0.0,Credit Card,,3.9,True,4
BKG002889,USR00363,PRV00070,SVC014,"Chicago, IL",2023-12-12,2023-12-21,completed,305.0,10.0,Credit Card,,4.3,True,9
BKG002890,USR00473,PRV00012,SVC014,"New York, NY",2023-10-10,2023-10-16,completed,310.0,0.0,Apple Pay,,3.5,True,6
BKG002891,USR00091,PRV00158,SVC010,"New York, NY",2024-02-05,2024-02-07,completed,79.0,20.0,PayPal,,3.1,True,2
BKG002892,USR00249,PRV00087,SVC005,"Miami, FL",2024-02-06,2024-02-07,completed,155.0,0.0,Apple Pay,,4.1,True,1
BKG002893,USR00557,PRV00076,SVC002,"New York, NY",2024-02-17,2024-02-25,completed,165.0,0.0,Apple Pay,,3.4,True,8
BKG002894,USR00403,PRV00121,SVC001,"Chicago, IL",2023-03-18,2023-03-26,completed,105.0,0.0,Debit Card,,3.5,True,8
BKG002895,USR00474,PRV00133,SVC015,"Seattle, WA",2023-06-25,2023-07-04,completed,825.0,10.0,Apple Pay,,3.2,True,9
BKG002896,USR00056,PRV00059,SVC004,"Seattle, WA",2023-01-30,2023-02-05,completed,115.0,0.0,Credit Card,,3.7,True,6
BKG002897,USR00342,PRV00041,SVC019,"Chicago, IL",2023-03-14,2023-03-17,completed,1065.0,0.0,Apple Pay,,4.7,True,3
BKG002898,USR00494,PRV00015,SVC004,"New York, NY",2023-02-17,2023-02-18,cancelled,115.0,10.0,PayPal,no_show,,True,1
BKG002899,USR00599,PRV00015,SVC007,"New York, NY",2023-06-25,2023-06-29,completed,380.0,20.0,PayPal,,4.1,True,4
BKG002900,USR00529,PRV00152,SVC005,"New York, NY",2023-05-05,2023-05-12,completed,130.0,0.0,Debit Card,,2.8,True,7
BKG002901,USR00229,PRV00040,SVC010,"Seattle, WA",2024-01-07,2024-01-14,cancelled,85.0,0.0,Debit Card,no_show,,True,7
BKG002902,USR00319,PRV00003,SVC016,"New York, NY",2023-09-19,2023-09-21,completed,45.0,15.0,Debit Card,,4.8,True,2
BKG002903,USR00206,PRV00003,SVC005,"New York, NY",2024-02-14,2024-02-17,completed,119.0,20.0,PayPal,,4.1,True,3
BKG002904,USR00124,PRV00080,SVC007,"New York, NY",2023-07-16,2023-07-24,completed,405.0,25.0,Credit Card,,3.9,True,8
BKG002905,USR00107,PRV00095,SVC015,"Chicago, IL",2023-12-05,2023-12-09,completed,815.0,0.0,Credit Card,,3.7,True,4
BKG002906,USR00401,PRV00027,SVC010,"New York, NY",2023-03-30,2023-04-06,completed,85.0,10.0,Credit Card,,3.4,True,7
BKG002907,USR00415,PRV00021,SVC008,"Dallas, TX",2023-08-10,2023-08-16,completed,100.0,20.0,PayPal,,3.8,True,6
BKG002908,USR00560,PRV00063,SVC015,"Dallas, TX",2024-01-20,2024-01-24,completed,905.0,0.0,Apple Pay,,4.9,True,4
BKG002909,USR00127,PRV00101,SVC001,"San Francisco, CA",2023-05-15,2023-05-17,completed,79.0,25.0,PayPal,,4.2,True,2
BKG002910,USR00190,PRV00134,SVC008,"Los Angeles, CA",2024-04-21,2024-04-27,completed,130.0,0.0,Debit Card,,3.1,True,6
BKG002911,USR00175,PRV00113,SVC018,"Dallas, TX",2023-01-08,2023-01-12,completed,130.0,5.0,Credit Card,,4.2,True,4
BKG002912,USR00206,PRV00098,SVC010,"New York, NY",2024-04-05,2024-04-06,completed,90.0,10.0,Debit Card,,2.9,True,1
BKG002913,USR00103,PRV00127,SVC012,"Los Angeles, CA",2023-09-05,2023-09-14,cancelled,69.0,20.0,Credit Card,provider_unavailable,,True,9
BKG002914,USR00282,PRV00134,SVC004,"Los Angeles, CA",2023-02-14,2023-02-20,completed,155.0,0.0,PayPal,,3.2,True,6
BKG002915,USR00476,PRV00141,SVC005,"Boston, MA",2023-11-06,2023-11-13,completed,119.0,20.0,Debit Card,,3.3,True,7
BKG002916,USR00029,PRV00005,SVC019,"Dallas, TX",2024-05-24,2024-05-27,completed,960.0,0.0,Credit Card,,4.0,True,3
BKG002917,USR00399,PRV00054,SVC002,"Austin, TX",2024-05-08,2024-05-11,completed,140.0,10.0,Credit Card,,4.7,True,3
BKG002918,USR00456,PRV00060,SVC005,"Chicago, IL",2023-09-04,2023-09-11,completed,170.0,5.0,Credit Card,,4.5,True,7
BKG002919,USR00480,PRV00118,SVC009,"Chicago, IL",2023-03-23,2023-03-30,completed,295.0,0.0,Debit Card,,4.2,True,7
BKG002920,USR00010,PRV00092,SVC017,"Austin, TX",2023-06-25,2023-06-30,completed,155.0,0.0,Credit Card,,3.8,True,5
BKG002921,USR00516,PRV00125,SVC017,"New York, NY",2024-06-19,2024-06-21,completed,125.0,5.0,Debit Card,,3.8,True,2
BKG002922,USR00065,PRV00014,SVC012,"Los Angeles, CA",2023-08-15,2023-08-21,completed,105.0,0.0,Venmo,,4.1,True,6
BKG002923,USR00577,PRV00050,SVC009,"New York, NY",2024-01-20,2024-01-26,completed,210.0,20.0,Apple Pay,,3.5,True,6
BKG002924,USR00311,PRV00018,SVC016,"Chicago, IL",2023-07-06,2023-07-10,completed,65.0,0.0,Venmo,,4.9,True,4
BKG002925,USR00386,PRV00156,SVC006,"San Francisco, CA",2024-06-19,2024-06-28,cancelled,90.0,0.0,Debit Card,scheduling_conflict,,True,9
BKG002926,USR00590,PRV00153,SVC017,"New York, NY",2023-12-15,2023-12-24,cancelled,145.0,0.0,Debit Card,no_show,,True,9
BKG002927,USR00266,PRV00079,SVC019,"Austin, TX",2023-04-08,2023-04-17,cancelled,880.0,0.0,PayPal,pricing_issue,,True,9
BKG002928,USR00595,PRV00139,SVC013,"Seattle, WA",2024-05-12,2024-05-19,completed,119.0,20.0,PayPal,,4.2,True,7
BKG002929,USR00070,PRV00046,SVC008,"Denver, CO",2023-05-15,2023-05-23,completed,135.0,0.0,Apple Pay,,4.1,True,8
BKG002930,USR00099,PRV00152,SVC016,"New York, NY",2024-01-27,2024-02-02,completed,55.0,0.0,Credit Card,,4.9,True,6
BKG002931,USR00332,PRV00061,SVC004,"Austin, TX",2023-06-09,2023-06-10,completed,120.0,0.0,Credit Card,,3.9,True,1
BKG002932,USR00179,PRV00099,SVC014,"Seattle, WA",2024-04-19,2024-04-28,completed,325.0,10.0,Credit Card,,4.1,True,9
BKG002933,USR00066,PRV00033,SVC004,"Dallas, TX",2024-05-27,2024-05-30,cancelled,100.0,25.0,PayPal,user_request,,True,3
BKG002934,USR00039,PRV00019,SVC015,"Austin, TX",2023-04-16,2023-04-23,completed,730.0,5.0,PayPal,,4.3,True,7
BKG002935,USR00384,PRV00010,SVC006,"Seattle, WA",2023-08-19,2023-08-21,cancelled,69.0,25.0,Apple Pay,provider_unavailable,,True,2
BKG002936,USR00329,PRV00071,SVC013,"Chicago, IL",2024-04-02,2024-04-04,completed,160.0,10.0,Apple Pay,,3.6,True,2
BKG002937,USR00137,PRV00147,SVC018,"Chicago, IL",2024-06-24,2024-06-29,completed,130.0,15.0,PayPal,,3.2,True,5
BKG002938,USR00205,PRV00057,SVC015,"Dallas, TX",2024-01-15,2024-01-21,cancelled,965.0,10.0,Debit Card,user_request,,True,6
BKG002939,USR00293,PRV00110,SVC006,"San Francisco, CA",2024-02-06,2024-02-11,completed,105.0,0.0,Credit Card,,4.7,True,5
BKG002940,USR00445,PRV00050,SVC003,"San Francisco, CA",2023-01-12,2023-01-16,completed,230.0,10.0,Credit Card,,3.7,True,4
BKG002941,USR00597,PRV00113,SVC004,"Dallas, TX",2024-01-01,2024-01-05,completed,140.0,0.0,Credit Card,,3.2,True,4
BKG002942,USR00209,PRV00050,SVC001,"New York, NY",2024-04-24,2024-04-25,completed,105.0,15.0,Apple Pay,,4.6,True,1
BKG002943,USR00369,PRV00146,SVC018,"New York, NY",2023-05-14,2023-05-20,completed,145.0,0.0,Debit Card,,3.9,True,6
BKG002944,USR00074,PRV00101,SVC017,"San Francisco, CA",2024-01-14,2024-01-20,completed,140.0,0.0,Debit Card,,4.3,True,6
BKG002945,USR00509,PRV00073,SVC019,"Miami, FL",2023-03-31,2023-04-04,cancelled,820.0,0.0,Debit Card,pricing_issue,,True,4
BKG002946,USR00486,PRV00078,SVC020,"Seattle, WA",2024-04-01,2024-04-08,completed,315.0,10.0,PayPal,,3.8,True,7
BKG002947,USR00573,PRV00018,SVC015,"Los Angeles, CA",2023-06-24,2023-06-25,completed,925.0,0.0,Credit Card,,3.6,True,1
BKG002948,USR00438,PRV00029,SVC019,"San Francisco, CA",2024-03-26,2024-03-31,cancelled,845.0,0.0,Credit Card,no_show,,True,5
BKG002949,USR00081,PRV00090,SVC010,"San Francisco, CA",2023-09-24,2023-09-27,completed,95.0,15.0,Venmo,,3.5,True,3
BKG002950,USR00104,PRV00039,SVC002,"Chicago, IL",2023-09-03,2023-09-11,completed,175.0,0.0,Credit Card,,3.9,True,8
